"Filename Audio,Similarita Coseno"
"000002.mp3,0.29745924"
"000005.mp3,0.2654022"
"000010.mp3,0.28678846"
"000140.mp3,0.27992207"
"000141.mp3,0.25470975"
"000148.mp3,0.09686957"
"000182.mp3,0.3173929"
"000190.mp3,0.3334564"
"000193.mp3,0.4120553"
"000194.mp3,0.27940193"
"000197.mp3,0.3444332"
"000200.mp3,0.2938835"
"000203.mp3,0.3348037"
"000204.mp3,0.33404103"
"000207.mp3,0.3981065"
"000210.mp3,0.21590766"
"000211.mp3,0.23794872"
"000212.mp3,0.21836068"
"000213.mp3,0.26904708"
"000255.mp3,0.12429172"
"000256.mp3,0.25564775"
"000368.mp3,0.16233902"
"000424.mp3,0.27425683"
"000459.mp3,0.28905484"
"000534.mp3,0.4003927"
"000540.mp3,0.32029614"
"000546.mp3,0.28086343"
"000574.mp3,0.297474"
"000602.mp3,0.4644014"
"000615.mp3,0.23354091"
"000620.mp3,0.40379027"
"000621.mp3,0.28956768"
"000625.mp3,0.32463518"
"000666.mp3,0.23449683"
"000667.mp3,0.22037834"
"000676.mp3,0.44630626"
"000690.mp3,0.2953535"
"000694.mp3,0.25748232"
"000695.mp3,0.2547014"
"000704.mp3,0.3340825"
"000705.mp3,0.4106664"
"000706.mp3,0.31393996"
"000707.mp3,0.30955726"
"000708.mp3,0.20566818"
"000709.mp3,0.23514935"
"000714.mp3,0.29911992"
"000715.mp3,0.2414404"
"000716.mp3,0.24232203"
"000718.mp3,0.16533482"
"000777.mp3,0.0704459"
"000814.mp3,0.2821528"
"000821.mp3,0.36394665"
"000822.mp3,0.3816839"
"000825.mp3,0.3781983"
"000853.mp3,0.30563602"
"000890.mp3,0.30493432"
"000892.mp3,0.29873878"
"000897.mp3,0.13170457"
"000993.mp3,0.22539017"
"000995.mp3,0.16163182"
"000997.mp3,0.3997612"
"000998.mp3,0.05784986"
"001039.mp3,0.267676"
"001040.mp3,0.25451112"
"001066.mp3,0.26667795"
"001069.mp3,0.11651086"
"001073.mp3,0.04836455"
"001075.mp3,0.10205211"
"001082.mp3,0.4132226"
"001083.mp3,0.28842384"
"001087.mp3,0.32948935"
"001102.mp3,0.20066608"
"001193.mp3,0.28081337"
"001195.mp3,0.32797387"
"001196.mp3,0.17792182"
"001197.mp3,0.09472886"
"001249.mp3,0.26802143"
"001259.mp3,0.21927592"
"001270.mp3,0.37545323"
"001276.mp3,0.17832941"
"001277.mp3,0.1444743"
"001278.mp3,0.19152564"
"001417.mp3,0.2626969"
"001427.mp3,0.29872286"
"001443.mp3,0.29331458"
"001482.mp3,0.2548837"
"001510.mp3,0.24290533"
"001544.mp3,0.3266959"
"001642.mp3,0.28650635"
"001644.mp3,0.295028"
"001649.mp3,0.17512082"
"001661.mp3,0.25533286"
"001663.mp3,0.30009612"
"001666.mp3,0.24395965"
"001673.mp3,0.1536728"
"001680.mp3,0.4906043"
"001681.mp3,0.41884685"
"001682.mp3,0.09638322"
"001683.mp3,0.26423943"
"001684.mp3,0.41846806"
"001685.mp3,0.46699697"
"001686.mp3,0.36633584"
"001687.mp3,0.19715518"
"001688.mp3,0.41722953"
"001689.mp3,0.36645007"
"001701.mp3,0.22906433"
"001702.mp3,0.2356657"
"001703.mp3,0.25653955"
"001704.mp3,0.41844395"
"001706.mp3,0.22728044"
"001720.mp3,0.28984702"
"001732.mp3,0.30515936"
"001733.mp3,0.27793816"
"001735.mp3,0.11502738"
"001736.mp3,0.28728557"
"001883.mp3,0.22246444"
"001891.mp3,0.28459963"
"001893.mp3,0.2273557"
"001924.mp3,0.38282788"
"001925.mp3,0.19187869"
"001929.mp3,0.22082195"
"001930.mp3,0.30483758"
"005006.mp3,0.29245383"
"005156.mp3,0.4615234"
"005157.mp3,0.40938342"
"005158.mp3,0.23997049"
"005159.mp3,0.51019156"
"005169.mp3,0.39080602"
"005170.mp3,0.34388265"
"005171.mp3,0.4220415"
"005191.mp3,0.25957432"
"005264.mp3,0.17012426"
"005268.mp3,0.20623569"
"005376.mp3,0.4224504"
"005381.mp3,0.36492217"
"005521.mp3,0.16098805"
"005879.mp3,0.25345537"
"005936.mp3,0.3695135"
"005940.mp3,0.3002105"
"025028.mp3,0.24394523"
"025029.mp3,0.22112134"
"025030.mp3,0.17791602"
"025031.mp3,0.32421765"
"025032.mp3,0.3720117"
"025033.mp3,0.12985037"
"025055.mp3,0.24181025"
"025063.mp3,0.22659753"
"025066.mp3,0.39517805"
"025104.mp3,0.15159921"
"025124.mp3,0.32993746"
